"帳單年","帳單月","總用電度","校區","用電建築物","公開報表序號"
"101","10",290653.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"101","11",394420.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"101","12",315727.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"102","04",258975.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"107","08",152770.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"107","09",133130.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"103","05",170011.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"103","06",218140.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"103","07",213078.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"103","08",167518.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"103","09",142234.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"103","10",173683.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"109","02",98536.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"103","11",222171.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"103","12",154064.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"104","01",139711.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"102","09",141114.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"102","05",161319.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"102","06",227287.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"102","10",200400.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"102","12",168874.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"102","07",241064.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"102","08",158999.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"102","11",206358.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"103","01",142006.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"103","02",117044.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"104","02",130609.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"104","03",87486.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"107","10",173497.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"103","04",143220.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"104","04",139015.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"103","03",95590.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"104","05",200663.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"104","06",188927.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"104","07",261413.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"104","08",144300.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"106","01",177159.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"106","02",102293.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"106","03",101107.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"104","09",104695.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"104","10",192471.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"104","11",205885.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"104","12",191027.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"105","02",128231.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"105","03",103386.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"105","04",143085.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"105","05",199082.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"105","01",150911.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"105","06",229471.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"105","07",240366.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"105","08",166847.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"105","09",145268.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"105","10",201694.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"105","11",214431.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"105","12",182059.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"106","04",142438.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"106","05",162663.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"106","06",235859.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"106","07",224274.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"106","08",157963.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"106","09",157181.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"106","10",236312.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"106","11",182988.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"106","12",171883.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"107","01",147685.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"107","02",127381.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"107","03",94253.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"107","04",158346.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"107","05",180570.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"107","06",248414.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"107","11",189680.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"107","12",175073.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"108","01",166128.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"108","02",103155.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"108","03",112186.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"108","04",136692.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"108","05",178753.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"108","06",231053.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"108","07",164514.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"108","08",149650.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"108","09",175666.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"108","10",175080.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"108","11",201228.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"108","12",180204.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"109","01",126757.00,"新民","管理學院A、B棟、明德樓、司令台、警衛室","D101"
"102","02",324.00,"新民","司令台","D301"
"102","03",445.00,"新民","司令台","D301"
"100","05",1300.00,"新民","司令台","D301"
"100","06",1387.00,"新民","司令台","D301"
"100","07",629.00,"新民","司令台","D301"
"100","08",725.00,"新民","司令台","D301"
"100","09",378.00,"新民","司令台","D301"
"100","10",833.00,"新民","司令台","D301"
"100","11",1655.00,"新民","司令台","D301"
"100","12",1072.00,"新民","司令台","D301"
"101","01",0.00,"新民","司令台","D301"
"107","07",858.00,"新民","司令台","D301"
"102","01",1445.00,"新民","司令台","D301"
"101","02",2131.00,"新民","司令台","D301"
"101","03",844.00,"新民","司令台","D301"
"101","04",1437.00,"新民","司令台","D301"
"101","05",1147.00,"新民","司令台","D301"
"101","06",1218.00,"新民","司令台","D301"
"101","07",880.00,"新民","司令台","D301"
"101","08",661.00,"新民","司令台","D301"
"101","09",321.00,"新民","司令台","D301"
"101","10",0.00,"新民","司令台","D301"
"101","11",0.00,"新民","司令台","D301"
"101","12",4244.00,"新民","司令台","D301"
"102","04",650.00,"新民","司令台","D301"
"107","08",894.00,"新民","司令台","D301"
"107","09",870.00,"新民","司令台","D301"
"103","05",1374.00,"新民","司令台","D301"
"103","06",1236.00,"新民","司令台","D301"
"103","07",822.00,"新民","司令台","D301"
"103","08",1020.00,"新民","司令台","D301"
"103","09",1044.00,"新民","司令台","D301"
"103","10",1036.00,"新民","司令台","D301"
"109","02",1482.00,"新民","司令台","D301"
"103","11",2013.00,"新民","司令台","D301"
"103","12",1391.00,"新民","司令台","D301"
"104","01",1420.00,"新民","司令台","D301"
"102","09",611.00,"新民","司令台","D301"
"102","05",868.00,"新民","司令台","D301"
"102","06",1032.00,"新民","司令台","D301"
"102","10",849.00,"新民","司令台","D301"
"102","12",1558.00,"新民","司令台","D301"
"102","07",683.00,"新民","司令台","D301"
"102","08",530.00,"新民","司令台","D301"
"102","11",1620.00,"新民","司令台","D301"
"103","01",1518.00,"新民","司令台","D301"
"103","02",1293.00,"新民","司令台","D301"
"104","02",1324.00,"新民","司令台","D301"
"104","03",987.00,"新民","司令台","D301"
"107","10",1188.00,"新民","司令台","D301"
"103","04",1252.00,"新民","司令台","D301"
"104","04",1306.00,"新民","司令台","D301"
"103","03",1186.00,"新民","司令台","D301"
"104","05",1494.00,"新民","司令台","D301"
"104","06",1034.00,"新民","司令台","D301"
"104","07",1242.00,"新民","司令台","D301"
"104","08",992.00,"新民","司令台","D301"
"106","01",1995.00,"新民","司令台","D301"
"106","02",1188.00,"新民","司令台","D301"
"106","03",1269.00,"新民","司令台","D301"
"104","09",643.00,"新民","司令台","D301"
"104","10",1458.00,"新民","司令台","D301"
"104","11",1720.00,"新民","司令台","D301"
"104","12",1753.00,"新民","司令台","D301"
"105","02",1179.00,"新民","司令台","D301"
"105","03",1217.00,"新民","司令台","D301"
"105","04",1248.00,"新民","司令台","D301"
"105","05",1411.00,"新民","司令台","D301"
"105","01",1738.00,"新民","司令台","D301"
"105","06",1224.00,"新民","司令台","D301"
"105","07",1081.00,"新民","司令台","D301"
"105","08",1041.00,"新民","司令台","D301"
"105","09",932.00,"新民","司令台","D301"
"105","10",1130.00,"新民","司令台","D301"
"105","11",1747.00,"新民","司令台","D301"
"105","12",1641.00,"新民","司令台","D301"
"106","04",1592.00,"新民","司令台","D301"
"106","05",1237.00,"新民","司令台","D301"
"106","06",1419.00,"新民","司令台","D301"
"106","07",787.00,"新民","司令台","D301"
"106","08",,"新民","司令台","D301"
"106","09",,"新民","司令台","D301"
"106","10",,"新民","司令台","D301"
"106","11",,"新民","司令台","D301"
"106","12",,"新民","司令台","D301"
"107","01",,"新民","司令台","D301"
"107","02",,"新民","司令台","D301"
"107","03",,"新民","司令台","D301"
"107","04",,"新民","司令台","D301"
"107","05",,"新民","司令台","D301"
"107","06",,"新民","司令台","D301"
"107","11",1956.00,"新民","司令台","D301"
"107","12",1920.00,"新民","司令台","D301"
"108","01",2136.00,"新民","司令台","D301"
"108","02",1140.00,"新民","司令台","D301"
"108","03",1476.00,"新民","司令台","D301"
"108","04",1326.00,"新民","司令台","D301"
"108","05",1266.00,"新民","司令台","D301"
"108","06",1344.00,"新民","司令台","D301"
"108","07",744.00,"新民","司令台","D301"
"108","08",1002.00,"新民","司令台","D301"
"108","09",1062.00,"新民","司令台","D301"
"108","10",1206.00,"新民","司令台","D301"
"108","11",1794.00,"新民","司令台","D301"
"108","12",1926.00,"新民","司令台","D301"
"109","01",1302.00,"新民","司令台","D301"
"102","02",,"新民","管理學院B棟、司令台","D102"
"102","03",40476.00,"新民","管理學院B棟、司令台","D102"
"100","05",69170.00,"新民","管理學院B棟、司令台","D102"
"100","06",111053.00,"新民","管理學院B棟、司令台","D102"
"100","07",118883.00,"新民","管理學院B棟、司令台","D102"
"100","08",95275.00,"新民","管理學院B棟、司令台","D102"
"100","09",77569.00,"新民","管理學院B棟、司令台","D102"
"100","10",51881.00,"新民","管理學院B棟、司令台","D102"
"100","11",0.00,"新民","管理學院B棟、司令台","D102"
"100","12",244954.00,"新民","管理學院B棟、司令台","D102"
"101","01",61419.00,"新民","管理學院B棟、司令台","D102"
"107","07",112162.00,"新民","管理學院B棟、司令台","D102"
"102","01",59585.00,"新民","管理學院B棟、司令台","D102"
"101","02",33524.00,"新民","管理學院B棟、司令台","D102"
"101","03",35483.00,"新民","管理學院B棟、司令台","D102"
"101","04",62329.00,"新民","管理學院B棟、司令台","D102"
"101","05",80855.00,"新民","管理學院B棟、司令台","D102"
"101","06",123801.00,"新民","管理學院B棟、司令台","D102"
"101","07",109004.00,"新民","管理學院B棟、司令台","D102"
"101","08",87023.00,"新民","管理學院B棟、司令台","D102"
"101","09",38739.00,"新民","管理學院B棟、司令台","D102"
"101","10",115387.00,"新民","管理學院B棟、司令台","D102"
"101","11",99621.00,"新民","管理學院B棟、司令台","D102"
"101","12",73674.00,"新民","管理學院B棟、司令台","D102"
"102","04",69378.00,"新民","管理學院B棟、司令台","D102"
"107","08",88383.00,"新民","管理學院B棟、司令台","D102"
"107","09",76475.00,"新民","管理學院B棟、司令台","D102"
"103","05",78521.00,"新民","管理學院B棟、司令台","D102"
"103","06",101905.00,"新民","管理學院B棟、司令台","D102"
"103","07",104129.00,"新民","管理學院B棟、司令台","D102"
"103","08",92476.00,"新民","管理學院B棟、司令台","D102"
"103","09",70986.00,"新民","管理學院B棟、司令台","D102"
"103","10",82260.00,"新民","管理學院B棟、司令台","D102"
"109","02",59784.00,"新民","管理學院B棟、司令台","D102"
"103","11",107846.00,"新民","管理學院B棟、司令台","D102"
"103","12",71176.00,"新民","管理學院B棟、司令台","D102"
"104","01",57533.00,"新民","管理學院B棟、司令台","D102"
"102","09",73985.00,"新民","管理學院B棟、司令台","D102"
"102","05",73356.00,"新民","管理學院B棟、司令台","D102"
"102","06",110369.00,"新民","管理學院B棟、司令台","D102"
"102","10",99770.00,"新民","管理學院B棟、司令台","D102"
"102","12",76096.00,"新民","管理學院B棟、司令台","D102"
"102","07",121554.00,"新民","管理學院B棟、司令台","D102"
"102","08",86704.00,"新民","管理學院B棟、司令台","D102"
"102","11",105648.00,"新民","管理學院B棟、司令台","D102"
"103","01",59046.00,"新民","管理學院B棟、司令台","D102"
"103","02",44366.00,"新民","管理學院B棟、司令台","D102"
"104","02",52965.00,"新民","管理學院B棟、司令台","D102"
"104","03",32539.00,"新民","管理學院B棟、司令台","D102"
"107","10",91754.00,"新民","管理學院B棟、司令台","D102"
"103","04",62052.00,"新民","管理學院B棟、司令台","D102"
"104","04",56933.00,"新民","管理學院B棟、司令台","D102"
"104","05",89127.00,"新民","管理學院B棟、司令台","D102"
"104","06",92228.00,"新民","管理學院B棟、司令台","D102"
"104","07",125703.00,"新民","管理學院B棟、司令台","D102"
"103","03",37868.00,"新民","管理學院B棟、司令台","D102"
"104","08",78489.00,"新民","管理學院B棟、司令台","D102"
"106","01",92557.00,"新民","管理學院B棟、司令台","D102"
"106","02",56627.00,"新民","管理學院B棟、司令台","D102"
"106","03",55547.00,"新民","管理學院B棟、司令台","D102"
"104","09",51175.00,"新民","管理學院B棟、司令台","D102"
"104","10",91980.00,"新民","管理學院B棟、司令台","D102"
"104","11",107030.00,"新民","管理學院B棟、司令台","D102"
"104","12",99113.00,"新民","管理學院B棟、司令台","D102"
"105","02",67535.00,"新民","管理學院B棟、司令台","D102"
"105","03",55821.00,"新民","管理學院B棟、司令台","D102"
"105","04",70141.00,"新民","管理學院B棟、司令台","D102"
"105","05",103931.00,"新民","管理學院B棟、司令台","D102"
"105","01",77169.00,"新民","管理學院B棟、司令台","D102"
"105","06",121372.00,"新民","管理學院B棟、司令台","D102"
"105","07",126894.00,"新民","管理學院B棟、司令台","D102"
"105","08",97697.00,"新民","管理學院B棟、司令台","D102"
"105","09",84134.00,"新民","管理學院B棟、司令台","D102"
"105","10",102456.00,"新民","管理學院B棟、司令台","D102"
"105","11",114299.00,"新民","管理學院B棟、司令台","D102"
"105","12",96050.00,"新民","管理學院B棟、司令台","D102"
"106","04",71804.00,"新民","管理學院B棟、司令台","D102"
"106","05",84117.00,"新民","管理學院B棟、司令台","D102"
"106","06",125859.00,"新民","管理學院B棟、司令台","D102"
"106","07",117823.00,"新民","管理學院B棟、司令台","D102"
"106","08",90954.00,"新民","管理學院B棟、司令台","D102"
"106","09",91991.00,"新民","管理學院B棟、司令台","D102"
"106","10",123649.00,"新民","管理學院B棟、司令台","D102"
"106","11",99494.00,"新民","管理學院B棟、司令台","D102"
"106","12",91153.00,"新民","管理學院B棟、司令台","D102"
"107","01",75629.00,"新民","管理學院B棟、司令台","D102"
"107","02",64653.00,"新民","管理學院B棟、司令台","D102"
"107","03",53271.00,"新民","管理學院B棟、司令台","D102"
"107","04",81238.00,"新民","管理學院B棟、司令台","D102"
"107","05",94460.00,"新民","管理學院B棟、司令台","D102"
"107","06",131991.00,"新民","管理學院B棟、司令台","D102"
"107","11",102999.00,"新民","管理學院B棟、司令台","D102"
"107","12",90593.00,"新民","管理學院B棟、司令台","D102"
"108","01",85850.00,"新民","管理學院B棟、司令台","D102"
"108","02",54676.00,"新民","管理學院B棟、司令台","D102"
"108","03",59812.00,"新民","管理學院B棟、司令台","D102"
"108","04",72010.00,"新民","管理學院B棟、司令台","D102"
"108","05",93502.00,"新民","管理學院B棟、司令台","D102"
"108","06",120625.00,"新民","管理學院B棟、司令台","D102"
"108","07",86286.00,"新民","管理學院B棟、司令台","D102"
"108","08",88046.00,"新民","管理學院B棟、司令台","D102"
"108","09",99666.00,"新民","管理學院B棟、司令台","D102"
"108","10",94935.00,"新民","管理學院B棟、司令台","D102"
"108","11",107291.00,"新民","管理學院B棟、司令台","D102"
"108","12",94278.00,"新民","管理學院B棟、司令台","D102"
"109","01",64868.00,"新民","管理學院B棟、司令台","D102"
"102","02",4840.00,"新民","明德樓","D302"
"102","03",6470.00,"新民","明德樓","D302"
"100","05",10619.00,"新民","明德樓","D302"
"100","06",16266.00,"新民","明德樓","D302"
"100","07",26113.00,"新民","明德樓","D302"
"100","08",1.00,"新民","明德樓","D302"
"100","09",0.00,"新民","明德樓","D302"
"100","10",5830.00,"新民","明德樓","D302"
"100","11",0.00,"新民","明德樓","D302"
"100","12",22140.00,"新民","明德樓","D302"
"101","01",7324.00,"新民","明德樓","D302"
"107","07",46800.00,"新民","明德樓","D302"
"102","01",0.00,"新民","明德樓","D302"
"101","02",4951.00,"新民","明德樓","D302"
"101","03",2876.00,"新民","明德樓","D302"
"101","04",9820.00,"新民","明德樓","D302"
"101","05",12545.00,"新民","明德樓","D302"
"101","06",17013.00,"新民","明德樓","D302"
"101","07",16109.00,"新民","明德樓","D302"
"101","08",73.00,"新民","明德樓","D302"
"101","09",0.00,"新民","明德樓","D302"
"101","10",,"新民","明德樓","D302"
"101","11",0.00,"新民","明德樓","D302"
"101","12",0.00,"新民","明德樓","D302"
"102","04",17393.00,"新民","明德樓","D302"
"107","08",13200.00,"新民","明德樓","D302"
"107","09",9600.00,"新民","明德樓","D302"
"103","05",40000.00,"新民","明德樓","D302"
"103","06",50400.00,"新民","明德樓","D302"
"103","07",44800.00,"新民","明德樓","D302"
"103","08",14400.00,"新民","明德樓","D302"
"103","09",12800.00,"新民","明德樓","D302"
"103","10",29600.00,"新民","明德樓","D302"
"109","02",12000.00,"新民","明德樓","D302"
"103","11",44000.00,"新民","明德樓","D302"
"103","12",32800.00,"新民","明德樓","D302"
"104","01",33200.00,"新民","明德樓","D302"
"102","09",,"新民","明德樓","D302"
"102","05",18793.00,"新民","明德樓","D302"
"102","06",32153.00,"新民","明德樓","D302"
"102","10",17600.00,"新民","明德樓","D302"
"102","12",39000.00,"新民","明德樓","D302"
"102","07",36760.00,"新民","明德樓","D302"
"102","08",617.00,"新民","明德樓","D302"
"102","11",40000.00,"新民","明德樓","D302"
"103","01",34200.00,"新民","明德樓","D302"
"103","02",24800.00,"新民","明德樓","D302"
"104","02",30400.00,"新民","明德樓","D302"
"104","03",9600.00,"新民","明德樓","D302"
"107","10",29600.00,"新民","明德樓","D302"
"103","04",36000.00,"新民","明德樓","D302"
"104","04",36000.00,"新民","明德樓","D302"
"104","05",51600.00,"新民","明德樓","D302"
"104","06",42400.00,"新民","明德樓","D302"
"104","07",57600.00,"新民","明德樓","D302"
"103","03",18400.00,"新民","明德樓","D302"
"104","08",12400.00,"新民","明德樓","D302"
"106","01",34400.00,"新民","明德樓","D302"
"106","02",12000.00,"新民","明德樓","D302"
"106","03",11600.00,"新民","明德樓","D302"
"104","09",6000.00,"新民","明德樓","D302"
"104","10",40800.00,"新民","明德樓","D302"
"104","11",40800.00,"新民","明德樓","D302"
"104","12",36800.00,"新民","明德樓","D302"
"105","02",17200.00,"新民","明德樓","D302"
"105","03",12000.00,"新民","明德樓","D302"
"105","04",32800.00,"新民","明德樓","D302"
"105","05",40800.00,"新民","明德樓","D302"
"105","01",29200.00,"新民","明德樓","D302"
"105","06",46400.00,"新民","明德樓","D302"
"105","07",47200.00,"新民","明德樓","D302"
"105","08",15600.00,"新民","明德樓","D302"
"105","09",10400.00,"新民","明德樓","D302"
"105","10",41600.00,"新民","明德樓","D302"
"105","11",39200.00,"新民","明德樓","D302"
"105","12",37200.00,"新民","明德樓","D302"
"106","04",30000.00,"新民","明德樓","D302"
"106","05",32800.00,"新民","明德樓","D302"
"106","06",46400.00,"新民","明德樓","D302"
"106","07",44800.00,"新民","明德樓","D302"
"106","08",15200.00,"新民","明德樓","D302"
"106","09",12400.00,"新民","明德樓","D302"
"106","10",46800.00,"新民","明德樓","D302"
"106","11",34800.00,"新民","明德樓","D302"
"106","12",34800.00,"新民","明德樓","D302"
"107","01",30400.00,"新民","明德樓","D302"
"107","02",23200.00,"新民","明德樓","D302"
"107","03",6800.00,"新民","明德樓","D302"
"107","04",32800.00,"新民","明德樓","D302"
"107","05",38800.00,"新民","明德樓","D302"
"107","06",52800.00,"新民","明德樓","D302"
"107","11",34400.00,"新民","明德樓","D302"
"107","12",32800.00,"新民","明德樓","D302"
"108","01",31600.00,"新民","明德樓","D302"
"108","02",15200.00,"新民","明德樓","D302"
"108","03",16000.00,"新民","明德樓","D302"
"108","04",27200.00,"新民","明德樓","D302"
"108","05",36000.00,"新民","明德樓","D302"
"108","06",47200.00,"新民","明德樓","D302"
"108","07",31600.00,"新民","明德樓","D302"
"108","08",10000.00,"新民","明德樓","D302"
"108","09",16800.00,"新民","明德樓","D302"
"108","10",35600.00,"新民","明德樓","D302"
"108","11",42000.00,"新民","明德樓","D302"
"108","12",34400.00,"新民","明德樓","D302"
"109","01",25600.00,"新民","明德樓","D302"
"102","03",0.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"107","07",94160.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"102","04",,"新民","嘉大動物醫院、溫室、游泳池","D201"
"107","08",96240.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"107","09",84800.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"103","05",70320.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"103","06",88480.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"103","07",90000.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"103","08",98320.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"103","09",86400.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"103","10",81680.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"109","02",60240.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"103","11",88000.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"103","12",63600.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"104","01",53920.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"102","09",83600.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"102","05",66904.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"102","06",90320.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"102","10",86320.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"102","12",68880.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"102","07",96680.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"102","08",87400.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"102","11",81360.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"103","01",56960.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"103","02",58400.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"104","02",57600.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"104","03",48800.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"107","10",85680.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"103","04",60720.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"104","04",60000.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"104","05",89360.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"104","06",82400.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"104","07",115360.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"103","03",48080.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"104","08",92640.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"106","01",73760.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"106","02",51200.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"106","03",51520.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"104","09",92480.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"104","10",101520.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"104","11",89920.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"104","12",83600.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"105","02",58720.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"105","03",50080.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"105","04",56880.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"105","05",85360.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"105","01",62080.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"105","06",95680.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"105","07",100400.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"105","08",90160.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"105","09",90240.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"105","10",91840.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"105","11",90240.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"105","12",73440.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"106","04",58480.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"106","05",70400.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"106","06",101200.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"106","07",95680.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"106","08",87520.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"106","09",92400.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"106","10",105200.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"106","11",80320.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"106","12",71440.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"107","01",58960.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"107","02",54880.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"107","03",46880.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"107","04",64880.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"107","05",83200.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
